solution,scenario,product,mode,from,to,X
POS10,s6,pet,trk,Ctw,Pkr,3660
POS11,s6,die,trk,Ctw,Srl,1260
POS11,s6,die,trk,Ctw,Ktm,29580
POS11,s6,die,trk,Ctw,Pkr,6960
POS11,s6,pet,trk,Ctw,Srl,3050
POS11,s6,pet,trk,Ctw,Ktm,18910
POS11,s6,pet,trk,Ctw,Pkr,3660
POS11,s6,pet,trk,Ctw,Dhn,1830
POS12,s6,die,trk,Ctw,Ktm,29580
POS12,s6,die,trk,Ctw,Pkr,6960
POS12,s6,die,trk,Ctw,Bhw,1260
POS12,s6,pet,trk,Ctw,Srl,3050
POS12,s6,pet,trk,Ctw,Ktm,18910
POS12,s6,pet,trk,Ctw,Pkr,3660
POS12,s6,pet,trk,Ctw,Dhn,1830
POS13,s6,die,trk,Ctw,Ktm,29580
POS13,s6,die,trk,Ctw,Pkr,6960
POS13,s6,die,trk,Ctw,Bhw,1260
POS13,s6,pet,trk,Ctw,Srl,3050
POS13,s6,pet,trk,Ctw,Ktm,18910
POS13,s6,pet,trk,Ctw,Pkr,3660
POS13,s6,pet,trk,Ctw,Dhn,1830
POS14,s6,die,trk,Ctw,Ktm,29580
POS14,s6,die,trk,Ctw,Pkr,6960
POS14,s6,die,trk,Ctw,Bhw,1260
POS14,s6,pet,trk,Ctw,Srl,3050
POS14,s6,pet,trk,Ctw,Ktm,18910
POS14,s6,pet,trk,Ctw,Pkr,3660
POS14,s6,pet,trk,Ctw,Bhw,144
POS14,s6,pet,trk,Ctw,Dhn,1830
POS15,s6,die,trk,Ctw,Ktm,29580
POS15,s6,die,trk,Ctw,Pkr,5520
POS15,s6,die,trk,Ctw,Bhw,2700
POS15,s6,pet,trk,Ctw,Srl,3050
POS15,s6,pet,trk,Ctw,Ktm,18910
POS15,s6,pet,trk,Ctw,Pkr,3660
POS15,s6,pet,trk,Ctw,Bhw,1840
POS15,s6,pet,trk,Ctw,Dhn,1830
POS16,s6,die,trk,Ctw,Ktm,29580
POS16,s6,die,trk,Ctw,Pkr,5520
POS16,s6,die,trk,Ctw,Bhw,2700
POS16,s6,pet,trk,Ctw,Srl,3050
POS16,s6,pet,trk,Ctw,Ktm,18910
POS16,s6,pet,trk,Ctw,Pkr,3660
POS16,s6,pet,trk,Ctw,Bhw,1840
POS16,s6,pet,trk,Ctw,Dhn,1830
POS17,s6,die,trk,Ctw,Ktm,21262
POS17,s6,die,trk,Ctw,Pkr,6960
POS17,s6,die,trk,Ctw,Bhw,9578
POS17,s6,pet,trk,Ctw,Srl,3050
POS17,s6,pet,trk,Ctw,Ktm,18910
POS17,s6,pet,trk,Ctw,Pkr,3660
POS17,s6,pet,trk,Ctw,Bhw,1840
POS17,s6,pet,trk,Ctw,Dhn,1830
POS18,s6,die,trk,Ctw,Ktm,28100
POS18,s6,die,trk,Ctw,Bhw,9700
POS18,s6,pet,trk,Ctw,Srl,3050
POS18,s6,pet,trk,Ctw,Ktm,18910
POS18,s6,pet,trk,Ctw,Pkr,3660
POS18,s6,pet,trk,Ctw,Bhw,1840
POS18,s6,pet,trk,Ctw,Dhn,1830
POS19,s6,die,trk,Ctw,Ktm,19400
POS19,s6,die,trk,Ctw,Bhw,24360
POS19,s6,pet,trk,Ctw,Srl,3050
POS19,s6,pet,trk,Ctw,Ktm,18910
POS19,s6,pet,trk,Ctw,Pkr,3660
POS19,s6,pet,trk,Ctw,Bhw,1840
POS19,s6,pet,trk,Ctw,Dhn,1830
POS20,s6,die,trk,Ctw,Bhw,24360
POS20,s6,pet,trk,Ctw,Srl,3050
POS20,s6,pet,trk,Ctw,Ktm,22570
POS20,s6,pet,trk,Ctw,Bhw,1840
POS20,s6,pet,trk,Ctw,Dhn,1830
POS1,s7,die,trk,Ctw,Ktm,30600
POS1,s7,die,trk,Ctw,Pkr,7200
POS1,s7,pet,trk,Ctw,Ktm,19530
POS1,s7,pet,trk,Ctw,Pkr,3780
POS2,s7,die,trk,Ctw,Ktm,30600
POS2,s7,die,trk,Ctw,Pkr,7200
POS2,s7,pet,trk,Ctw,Ktm,19530
POS2,s7,pet,trk,Ctw,Pkr,3780
POS3,s7,die,trk,Ctw,Ktm,30600
POS3,s7,die,trk,Ctw,Pkr,7200
POS3,s7,pet,trk,Ctw,Ktm,19530
POS3,s7,pet,trk,Ctw,Pkr,3780
POS4,s7,die,trk,Ctw,Ktm,30600
POS4,s7,die,trk,Ctw,Pkr,7200
POS4,s7,pet,trk,Ctw,Ktm,19530
POS4,s7,pet,trk,Ctw,Pkr,3780
POS5,s7,die,trk,Ctw,Ktm,30600
POS5,s7,die,trk,Ctw,Pkr,7200
POS5,s7,pet,trk,Ctw,Ktm,19530
POS5,s7,pet,trk,Ctw,Pkr,3780
POS6,s7,die,trk,Ctw,Ktm,30600
POS6,s7,die,trk,Ctw,Pkr,7200
POS6,s7,pet,trk,Ctw,Srl,3150
POS6,s7,pet,trk,Ctw,Ktm,19530
POS6,s7,pet,trk,Ctw,Pkr,3780
POS7,s7,die,trk,Ctw,Ktm,30600
POS7,s7,die,trk,Ctw,Pkr,7200
POS7,s7,pet,trk,Ctw,Srl,3150
POS7,s7,pet,trk,Ctw,Ktm,19530
POS7,s7,pet,trk,Ctw,Pkr,3780
POS8,s7,die,trk,Ctw,Ktm,30600
POS8,s7,die,trk,Ctw,Pkr,7200
POS8,s7,pet,trk,Ctw,Srl,3150
POS8,s7,pet,trk,Ctw,Ktm,19530
POS8,s7,pet,trk,Ctw,Pkr,3780
POS9,s7,die,trk,Ctw,Ktm,30600
POS9,s7,die,trk,Ctw,Pkr,7200
POS9,s7,pet,trk,Ctw,Srl,3150
POS9,s7,pet,trk,Ctw,Ktm,19530
POS9,s7,pet,trk,Ctw,Pkr,3780
POS10,s7,die,trk,Ctw,Ktm,30600
POS10,s7,die,trk,Ctw,Pkr,7200
POS10,s7,pet,trk,Ctw,Srl,3150
POS10,s7,pet,trk,Ctw,Ktm,19530
POS10,s7,pet,trk,Ctw,Pkr,3780
POS11,s7,die,trk,Ctw,Ktm,30600
POS11,s7,die,trk,Ctw,Pkr,7200
POS11,s7,pet,trk,Ctw,Srl,3150
POS11,s7,pet,trk,Ctw,Ktm,19530
POS11,s7,pet,trk,Ctw,Pkr,3780
POS11,s7,pet,trk,Ctw,Dhn,1890
POS12,s7,die,trk,Ctw,Ktm,30600
POS12,s7,die,trk,Ctw,Pkr,7200
POS12,s7,pet,trk,Ctw,Srl,3150
POS12,s7,pet,trk,Ctw,Ktm,19530
POS12,s7,pet,trk,Ctw,Pkr,3780
POS12,s7,pet,trk,Ctw,Dhn,1890
POS13,s7,die,trk,Ctw,Ktm,30600
POS13,s7,die,trk,Ctw,Pkr,5400
POS13,s7,pet,trk,Ctw,Srl,3150
POS13,s7,pet,trk,Ctw,Ktm,19530
POS13,s7,pet,trk,Ctw,Pkr,3780
POS13,s7,pet,trk,Ctw,Dhn,1890
POS14,s7,die,trk,Ctw,Ktm,28800
POS14,s7,die,trk,Ctw,Pkr,7200
POS14,s7,pet,trk,Ctw,Srl,3150
POS14,s7,pet,trk,Ctw,Ktm,19530
POS14,s7,pet,trk,Ctw,Pkr,3780
POS14,s7,pet,trk,Ctw,Dhn,1890
POS15,s7,die,trk,Ctw,Ktm,30600
POS15,s7,die,trk,Ctw,Pkr,5300
POS15,s7,die,trk,Ctw,Bhw,100
POS15,s7,pet,trk,Ctw,Srl,3150
POS15,s7,pet,trk,Ctw,Ktm,19530
POS15,s7,pet,trk,Ctw,Pkr,3780
POS15,s7,pet,trk,Ctw,Bhw,720
POS15,s7,pet,trk,Ctw,Dhn,1890
POS16,s7,die,trk,Ctw,Ktm,30600
POS16,s7,die,trk,Ctw,Pkr,5300
POS16,s7,die,trk,Ctw,Bhw,100
POS16,s7,pet,trk,Ctw,Srl,3150
POS16,s7,pet,trk,Ctw,Ktm,19530
POS16,s7,pet,trk,Ctw,Pkr,3780
POS16,s7,pet,trk,Ctw,Bhw,720
POS16,s7,pet,trk,Ctw,Dhn,1890
POS17,s7,die,trk,Ctw,Ktm,17900
POS17,s7,die,trk,Ctw,Pkr,7200
POS17,s7,die,trk,Ctw,Bhw,10900
POS17,s7,pet,trk,Ctw,Srl,3150
POS17,s7,pet,trk,Ctw,Ktm,19530
POS17,s7,pet,trk,Ctw,Pkr,3780
POS17,s7,pet,trk,Ctw,Bhw,720
POS17,s7,pet,trk,Ctw,Dhn,1890
POS18,s7,die,trk,Ctw,Ktm,25100
POS18,s7,die,trk,Ctw,Bhw,10900
POS18,s7,pet,trk,Ctw,Srl,3150
POS18,s7,pet,trk,Ctw,Ktm,19530
POS18,s7,pet,trk,Ctw,Pkr,3780
POS18,s7,pet,trk,Ctw,Bhw,720
POS18,s7,pet,trk,Ctw,Dhn,1890
POS19,s7,die,trk,Ctw,Ktm,19300
POS19,s7,die,trk,Ctw,Bhw,25200
POS19,s7,pet,trk,Ctw,Srl,3150
POS19,s7,pet,trk,Ctw,Ktm,19530
POS19,s7,pet,trk,Ctw,Pkr,3780
POS19,s7,pet,trk,Ctw,Bhw,720
POS19,s7,pet,trk,Ctw,Dhn,1890
POS20,s7,die,trk,Ctw,Bhw,25200
POS20,s7,pet,trk,Ctw,Srl,3150
POS20,s7,pet,trk,Ctw,Ktm,23310
POS20,s7,pet,trk,Ctw,Bhw,720
POS20,s7,pet,trk,Ctw,Dhn,1890
POS1,s8,die,trk,Ctw,Ktm,29580
POS1,s8,die,trk,Ctw,Pkr,6960
POS1,s8,pet,trk,Ctw,Ktm,18910
POS1,s8,pet,trk,Ctw,Pkr,3660
POS2,s8,die,trk,Ctw,Ktm,29580
POS2,s8,die,trk,Ctw,Pkr,6960
POS2,s8,pet,trk,Ctw,Srl,10
POS2,s8,pet,trk,Ctw,Ktm,18910
POS2,s8,pet,trk,Ctw,Pkr,3660
POS3,s8,die,trk,Ctw,Ktm,29580
POS3,s8,die,trk,Ctw,Pkr,6960
POS3,s8,pet,trk,Ctw,Srl,10
POS3,s8,pet,trk,Ctw,Ktm,18910
POS3,s8,pet,trk,Ctw,Pkr,3660
POS4,s8,die,trk,Ctw,Ktm,29580
POS4,s8,die,trk,Ctw,Pkr,6960
POS4,s8,pet,trk,Ctw,Srl,10
POS4,s8,pet,trk,Ctw,Ktm,18910
POS4,s8,pet,trk,Ctw,Pkr,3660
POS5,s8,die,trk,Ctw,Srl,1260
POS5,s8,die,trk,Ctw,Ktm,29580
POS5,s8,die,trk,Ctw,Pkr,6960
POS5,s8,pet,trk,Ctw,Srl,2798
POS5,s8,pet,trk,Ctw,Ktm,18910
POS5,s8,pet,trk,Ctw,Pkr,3660
POS6,s8,die,trk,Ctw,Srl,1260
POS6,s8,die,trk,Ctw,Ktm,29580
POS6,s8,die,trk,Ctw,Pkr,6960
POS6,s8,pet,trk,Ctw,Srl,3050
POS6,s8,pet,trk,Ctw,Ktm,18910
POS6,s8,pet,trk,Ctw,Pkr,3660
POS7,s8,die,trk,Ctw,Srl,1260
POS7,s8,die,trk,Ctw,Ktm,29580
POS7,s8,die,trk,Ctw,Pkr,6960
POS7,s8,pet,trk,Ctw,Srl,3050
POS7,s8,pet,trk,Ctw,Ktm,18910
POS7,s8,pet,trk,Ctw,Pkr,3660
POS8,s8,die,trk,Ctw,Srl,1260
POS8,s8,die,trk,Ctw,Ktm,29580
POS8,s8,die,trk,Ctw,Pkr,6960
POS8,s8,pet,trk,Ctw,Srl,3050
POS8,s8,pet,trk,Ctw,Ktm,18910
POS8,s8,pet,trk,Ctw,Pkr,3660
POS9,s8,die,trk,Ctw,Srl,1260
POS9,s8,die,trk,Ctw,Ktm,29580
POS9,s8,die,trk,Ctw,Pkr,6960
POS9,s8,pet,trk,Ctw,Srl,3050
POS9,s8,pet,trk,Ctw,Ktm,18910
POS9,s8,pet,trk,Ctw,Pkr,3660
POS10,s8,die,trk,Ctw,Srl,1260
POS10,s8,die,trk,Ctw,Ktm,29580
POS10,s8,die,trk,Ctw,Pkr,6960
POS10,s8,pet,trk,Ctw,Srl,3050
POS10,s8,pet,trk,Ctw,Ktm,18910
POS10,s8,pet,trk,Ctw,Pkr,3660
POS11,s8,die,trk,Ctw,Srl,1260
POS11,s8,die,trk,Ctw,Ktm,29580
POS11,s8,die,trk,Ctw,Pkr,6960
POS11,s8,pet,trk,Ctw,Srl,3050
POS11,s8,pet,trk,Ctw,Ktm,18910
POS11,s8,pet,trk,Ctw,Pkr,3660
POS11,s8,pet,trk,Ctw,Dhn,1830
POS12,s8,die,trk,Ctw,Ktm,29580
POS12,s8,die,trk,Ctw,Pkr,6960
POS12,s8,die,trk,Ctw,Bhw,1260
POS12,s8,pet,trk,Ctw,Srl,3050
POS12,s8,pet,trk,Ctw,Ktm,18910
POS12,s8,pet,trk,Ctw,Pkr,3660
POS12,s8,pet,trk,Ctw,Dhn,1830
POS13,s8,die,trk,Ctw,Ktm,29580
POS13,s8,die,trk,Ctw,Pkr,6960
POS13,s8,die,trk,Ctw,Bhw,1260
POS13,s8,pet,trk,Ctw,Srl,3050
POS13,s8,pet,trk,Ctw,Ktm,18910
POS13,s8,pet,trk,Ctw,Pkr,3660
POS13,s8,pet,trk,Ctw,Dhn,1830
POS14,s8,die,trk,Ctw,Ktm,29580
POS14,s8,die,trk,Ctw,Pkr,6960
POS14,s8,die,trk,Ctw,Bhw,1260
POS14,s8,pet,trk,Ctw,Srl,3050
POS14,s8,pet,trk,Ctw,Ktm,18910
POS14,s8,pet,trk,Ctw,Pkr,3660
POS14,s8,pet,trk,Ctw,Bhw,1840
POS14,s8,pet,trk,Ctw,Dhn,1830
POS15,s8,die,trk,Ctw,Ktm,29580
POS15,s8,die,trk,Ctw,Pkr,5520
POS15,s8,die,trk,Ctw,Bhw,2700
POS15,s8,pet,trk,Ctw,Srl,3050
POS15,s8,pet,trk,Ctw,Ktm,18910
POS15,s8,pet,trk,Ctw,Pkr,3660
POS15,s8,pet,trk,Ctw,Bhw,1840
POS15,s8,pet,trk,Ctw,Dhn,1830
POS16,s8,die,trk,Ctw,Ktm,29580
POS16,s8,die,trk,Ctw,Pkr,5520
POS16,s8,die,trk,Ctw,Bhw,2700
POS16,s8,pet,trk,Ctw,Srl,3050
POS16,s8,pet,trk,Ctw,Ktm,18910
POS16,s8,pet,trk,Ctw,Pkr,3660
POS16,s8,pet,trk,Ctw,Bhw,1840
POS16,s8,pet,trk,Ctw,Dhn,1830
POS17,s8,die,trk,Ctw,Ktm,28140
POS17,s8,die,trk,Ctw,Pkr,6960
POS17,s8,die,trk,Ctw,Bhw,2700
POS17,s8,pet,trk,Ctw,Srl,3050
POS17,s8,pet,trk,Ctw,Ktm,18910
POS17,s8,pet,trk,Ctw,Pkr,3660
POS17,s8,pet,trk,Ctw,Bhw,1840
POS17,s8,pet,trk,Ctw,Dhn,1830
POS18,s8,die,trk,Ctw,Ktm,28100
POS18,s8,die,trk,Ctw,Bhw,22724
POS18,s8,pet,trk,Ctw,Srl,3050
POS18,s8,pet,trk,Ctw,Ktm,18910
POS18,s8,pet,trk,Ctw,Pkr,3660
POS18,s8,pet,trk,Ctw,Bhw,1840
POS18,s8,pet,trk,Ctw,Dhn,1830
POS19,s8,die,trk,Ctw,Ktm,19400
POS19,s8,die,trk,Ctw,Bhw,24360
POS19,s8,pet,trk,Ctw,Srl,3050
POS19,s8,pet,trk,Ctw,Ktm,18910
POS19,s8,pet,trk,Ctw,Pkr,3660
POS19,s8,pet,trk,Ctw,Bhw,1840
POS19,s8,pet,trk,Ctw,Dhn,1830
POS20,s8,die,trk,Ctw,Bhw,24360
POS20,s8,pet,trk,Ctw,Srl,3050
POS20,s8,pet,trk,Ctw,Ktm,22570
POS20,s8,pet,trk,Ctw,Bhw,1840
POS20,s8,pet,trk,Ctw,Dhn,1830
POS1,s9,die,trk,Ctw,Ktm,28390
POS1,s9,die,trk,Ctw,Pkr,6680
POS1,s9,pet,trk,Ctw,Ktm,18290
POS1,s9,pet,trk,Ctw,Pkr,3540
POS2,s9,die,trk,Ctw,Ktm,28390
POS2,s9,die,trk,Ctw,Pkr,6680
POS2,s9,pet,trk,Ctw,Srl,1190
POS2,s9,pet,trk,Ctw,Ktm,18290
POS2,s9,pet,trk,Ctw,Pkr,3540
POS3,s9,die,trk,Ctw,Ktm,28390
POS3,s9,die,trk,Ctw,Pkr,6680
POS3,s9,pet,trk,Ctw,Srl,1190
POS3,s9,pet,trk,Ctw,Ktm,18290
POS3,s9,pet,trk,Ctw,Pkr,3540
POS4,s9,die,trk,Ctw,Ktm,28390
POS4,s9,die,trk,Ctw,Pkr,6680
POS4,s9,pet,trk,Ctw,Srl,1190
POS4,s9,pet,trk,Ctw,Ktm,18290
POS4,s9,pet,trk,Ctw,Pkr,3540
POS5,s9,die,trk,Ctw,Srl,4830
POS5,s9,die,trk,Ctw,Ktm,28390
POS5,s9,die,trk,Ctw,Pkr,6680
POS5,s9,pet,trk,Ctw,Srl,1190
POS5,s9,pet,trk,Ctw,Ktm,18290
POS5,s9,pet,trk,Ctw,Pkr,3540
POS6,s9,die,trk,Ctw,Srl,4830
POS6,s9,die,trk,Ctw,Ktm,28390
POS6,s9,die,trk,Ctw,Pkr,6680
POS6,s9,pet,trk,Ctw,Srl,2950
POS6,s9,pet,trk,Ctw,Ktm,18290
POS6,s9,pet,trk,Ctw,Pkr,3540
POS7,s9,die,trk,Ctw,Srl,4830
POS7,s9,die,trk,Ctw,Ktm,28390
POS7,s9,die,trk,Ctw,Pkr,6680
POS7,s9,pet,trk,Ctw,Srl,2950
POS7,s9,pet,trk,Ctw,Ktm,18290
POS7,s9,pet,trk,Ctw,Pkr,3540
POS8,s9,die,trk,Ctw,Srl,4830
POS8,s9,die,trk,Ctw,Ktm,28390
POS8,s9,die,trk,Ctw,Pkr,6680
POS8,s9,pet,trk,Ctw,Srl,2950
POS8,s9,pet,trk,Ctw,Ktm,18290
POS8,s9,pet,trk,Ctw,Pkr,3540
POS9,s9,die,trk,Ctw,Srl,4830
POS9,s9,die,trk,Ctw,Ktm,28390
POS9,s9,die,trk,Ctw,Pkr,6680
POS9,s9,pet,trk,Ctw,Srl,2950
POS9,s9,pet,trk,Ctw,Ktm,18290
POS9,s9,pet,trk,Ctw,Pkr,3540
POS10,s9,die,trk,Ctw,Srl,4830
POS10,s9,die,trk,Ctw,Ktm,28390
POS10,s9,die,trk,Ctw,Pkr,6680
POS10,s9,pet,trk,Ctw,Srl,2950
POS10,s9,pet,trk,Ctw,Ktm,18290
POS10,s9,pet,trk,Ctw,Pkr,3540
POS11,s9,die,trk,Ctw,Srl,4830
POS11,s9,die,trk,Ctw,Ktm,28390
POS11,s9,die,trk,Ctw,Pkr,6680
POS11,s9,pet,trk,Ctw,Srl,2950
POS11,s9,pet,trk,Ctw,Ktm,18290
POS11,s9,pet,trk,Ctw,Pkr,3540
POS11,s9,pet,trk,Ctw,Dhn,1770
POS12,s9,die,trk,Ctw,Ktm,28390
POS12,s9,die,trk,Ctw,Pkr,6680
POS12,s9,die,trk,Ctw,Bhw,4830
POS12,s9,pet,trk,Ctw,Srl,2950
POS12,s9,pet,trk,Ctw,Ktm,18290
POS12,s9,pet,trk,Ctw,Pkr,3540
POS12,s9,pet,trk,Ctw,Dhn,1770
POS13,s9,die,trk,Ctw,Ktm,28390
POS13,s9,die,trk,Ctw,Pkr,6680
POS13,s9,die,trk,Ctw,Bhw,4830
POS13,s9,pet,trk,Ctw,Srl,2950
POS13,s9,pet,trk,Ctw,Ktm,18290
POS13,s9,pet,trk,Ctw,Pkr,3540
POS13,s9,pet,trk,Ctw,Dhn,1770
POS14,s9,die,trk,Ctw,Ktm,28390
POS14,s9,die,trk,Ctw,Pkr,6680
POS14,s9,die,trk,Ctw,Bhw,4830
POS14,s9,pet,trk,Ctw,Srl,2950
POS14,s9,pet,trk,Ctw,Ktm,18290
POS14,s9,pet,trk,Ctw,Pkr,3540
POS14,s9,pet,trk,Ctw,Dhn,1770
POS15,s9,die,trk,Ctw,Ktm,25270
POS15,s9,die,trk,Ctw,Pkr,6680
POS15,s9,die,trk,Ctw,Bhw,7950
POS15,s9,pet,trk,Ctw,Srl,2950
POS15,s9,pet,trk,Ctw,Ktm,18290
POS15,s9,pet,trk,Ctw,Pkr,3540
POS15,s9,pet,trk,Ctw,Bhw,2960
POS15,s9,pet,trk,Ctw,Dhn,1770
POS16,s9,die,trk,Ctw,Ktm,25270
POS16,s9,die,trk,Ctw,Pkr,6680
POS16,s9,die,trk,Ctw,Bhw,7950
POS16,s9,pet,trk,Ctw,Srl,2950
POS16,s9,pet,trk,Ctw,Ktm,18290
POS16,s9,pet,trk,Ctw,Pkr,3540
POS16,s9,pet,trk,Ctw,Bhw,2960
POS16,s9,pet,trk,Ctw,Dhn,1770
POS17,s9,die,trk,Ctw,Ktm,24920
POS17,s9,die,trk,Ctw,Pkr,6680
POS17,s9,die,trk,Ctw,Bhw,8300
POS17,s9,pet,trk,Ctw,Srl,2950
POS17,s9,pet,trk,Ctw,Ktm,18290
POS17,s9,pet,trk,Ctw,Pkr,3540
POS17,s9,pet,trk,Ctw,Bhw,2960
POS17,s9,pet,trk,Ctw,Dhn,1770
POS18,s9,die,trk,Ctw,Ktm,24920
POS18,s9,die,trk,Ctw,Pkr,6680
POS18,s9,die,trk,Ctw,Bhw,23380
POS18,s9,pet,trk,Ctw,Srl,2950
POS18,s9,pet,trk,Ctw,Ktm,18290
POS18,s9,pet,trk,Ctw,Pkr,3540
POS18,s9,pet,trk,Ctw,Bhw,2960
POS18,s9,pet,trk,Ctw,Dhn,1770
POS19,s9,die,trk,Ctw,Ktm,16570
POS19,s9,die,trk,Ctw,Pkr,6680
POS19,s9,die,trk,Ctw,Bhw,23380
POS19,s9,pet,trk,Ctw,Srl,2950
POS19,s9,pet,trk,Ctw,Ktm,18290
POS19,s9,pet,trk,Ctw,Pkr,3540
POS19,s9,pet,trk,Ctw,Bhw,2960
POS19,s9,pet,trk,Ctw,Dhn,1770
POS20,s9,die,trk,Ctw,Bhw,23380
POS20,s9,die,trk,Ctw,Npj,3070
POS20,s9,pet,trk,Ctw,Srl,2950
POS20,s9,pet,trk,Ctw,Ktm,21830
POS20,s9,pet,trk,Ctw,Bhw,2960
POS20,s9,pet,trk,Ctw,Dhn,1770
POS1,s1,die,trk,Gnd,Bhw,2200
POS1,s1,die,trk,Gnd,Npj,11700
POS1,s1,pet,trk,Gnd,Bhw,200
POS1,s1,pet,trk,Gnd,Npj,2760
POS2,s1,die,trk,Gnd,Bhw,2200
POS2,s1,die,trk,Gnd,Npj,11700
POS2,s1,pet,trk,Gnd,Npj,2760
POS3,s1,die,trk,Gnd,Bhw,2200
POS3,s1,die,trk,Gnd,Npj,11700
POS3,s1,pet,trk,Gnd,Npj,2760
POS4,s1,die,trk,Gnd,Bhw,2200
POS4,s1,die,trk,Gnd,Npj,11700
POS4,s1,pet,trk,Gnd,Npj,2760
POS5,s1,die,trk,Gnd,Bhw,2200
POS5,s1,die,trk,Gnd,Npj,11700
POS5,s1,pet,trk,Gnd,Npj,2760
POS6,s1,die,trk,Gnd,Bhw,2200
POS6,s1,die,trk,Gnd,Npj,11700
POS6,s1,pet,trk,Gnd,Npj,2760
POS7,s1,die,trk,Gnd,Bhw,2200
POS7,s1,die,trk,Gnd,Npj,11700
POS7,s1,pet,trk,Gnd,Npj,2760
POS8,s1,die,trk,Gnd,Bhw,2200
POS8,s1,die,trk,Gnd,Npj,11700
POS8,s1,pet,trk,Gnd,Npj,2760
POS9,s1,die,trk,Gnd,Bhw,2200
POS9,s1,die,trk,Gnd,Npj,11700
POS9,s1,pet,trk,Gnd,Npj,2760
POS10,s1,die,trk,Gnd,Bhw,150
POS10,s1,die,trk,Gnd,Npj,11700
POS10,s1,die,trk,Gnd,Dhn,9750
POS10,s1,pet,trk,Gnd,Npj,2760
POS11,s1,die,trk,Gnd,Bhw,150
POS11,s1,die,trk,Gnd,Npj,11700
POS11,s1,die,trk,Gnd,Dhn,9750
POS11,s1,pet,trk,Gnd,Npj,2760
POS12,s1,die,trk,Gnd,Bhw,150
POS12,s1,die,trk,Gnd,Npj,11700
POS12,s1,die,trk,Gnd,Dhn,9750
POS13,s1,die,trk,Gnd,Npj,11700
POS13,s1,die,trk,Gnd,Dhn,9750
POS14,s1,die,trk,Gnd,Npj,11700
POS14,s1,die,trk,Gnd,Dhn,9750
POS15,s1,die,trk,Gnd,Npj,6000
POS15,s1,die,trk,Gnd,Dhn,9750
POS16,s1,die,trk,Gnd,Npj,11700
POS16,s1,die,trk,Gnd,Dhn,4050
POS17,s1,die,trk,Gnd,Npj,2750
POS17,s1,die,trk,Gnd,Dhn,9750
POS18,s1,die,trk,Gnd,Npj,8450
POS18,s1,die,trk,Gnd,Dhn,4050
POS19,s1,die,trk,Gnd,Brt,8450
POS19,s1,die,trk,Gnd,Dhn,4050
POS20,s1,die,trk,Gnd,Brt,12500
POS1,s2,die,trk,Gnd,Bhw,1220
POS1,s2,die,trk,Gnd,Npj,11280
POS1,s2,pet,trk,Gnd,Npj,2640
POS2,s2,die,trk,Gnd,Bhw,1220
POS2,s2,die,trk,Gnd,Npj,11280
POS2,s2,pet,trk,Gnd,Npj,2640
POS3,s2,die,trk,Gnd,Bhw,1220
POS3,s2,die,trk,Gnd,Npj,11280
POS3,s2,pet,trk,Gnd,Npj,2640
POS4,s2,die,trk,Gnd,Bhw,1220
POS4,s2,die,trk,Gnd,Npj,11280
POS4,s2,pet,trk,Gnd,Npj,2640
POS5,s2,die,trk,Gnd,Bhw,1220
POS5,s2,die,trk,Gnd,Npj,11280
POS5,s2,pet,trk,Gnd,Npj,2640
POS6,s2,die,trk,Gnd,Bhw,1220
POS6,s2,die,trk,Gnd,Npj,11280
POS6,s2,pet,trk,Gnd,Npj,2640
POS7,s2,die,trk,Gnd,Bhw,1220
POS7,s2,die,trk,Gnd,Npj,11280
POS7,s2,die,trk,Gnd,Dhn,9100
POS7,s2,pet,trk,Gnd,Npj,2640
POS8,s2,die,trk,Gnd,Bhw,1220
POS8,s2,die,trk,Gnd,Npj,11280
POS8,s2,pet,trk,Gnd,Npj,2640
POS9,s2,die,trk,Gnd,Bhw,1220
POS9,s2,die,trk,Gnd,Npj,11280
POS9,s2,die,trk,Gnd,Dhn,9100
POS9,s2,pet,trk,Gnd,Npj,2640
POS10,s2,die,trk,Gnd,Bhw,920
POS10,s2,die,trk,Gnd,Npj,11280
POS10,s2,die,trk,Gnd,Dhn,9400
POS10,s2,pet,trk,Gnd,Npj,2640
POS11,s2,die,trk,Gnd,Bhw,920
POS11,s2,die,trk,Gnd,Npj,11280
POS11,s2,die,trk,Gnd,Dhn,9400
POS11,s2,pet,trk,Gnd,Npj,2540
POS12,s2,die,trk,Gnd,Bhw,920
POS12,s2,die,trk,Gnd,Npj,11280
POS12,s2,die,trk,Gnd,Dhn,9400
POS13,s2,die,trk,Gnd,Npj,11280
POS13,s2,die,trk,Gnd,Dhn,9400
POS14,s2,die,trk,Gnd,Npj,11280
POS14,s2,die,trk,Gnd,Dhn,9400
POS15,s2,die,trk,Gnd,Npj,11280
POS15,s2,die,trk,Gnd,Dhn,3700
POS16,s2,die,trk,Gnd,Npj,1800
POS16,s2,die,trk,Gnd,Dhn,3700
POS17,s2,die,trk,Gnd,Dhn,5500
POS18,s2,die,trk,Gnd,Npj,1800
POS18,s2,die,trk,Gnd,Dhn,3700
POS19,s2,die,trk,Gnd,Brt,4614
POS19,s2,die,trk,Gnd,Dhn,886
POS20,s2,die,trk,Gnd,Brt,5500
POS1,s3,die,trk,Gnd,Bhw,100
POS1,s3,die,trk,Gnd,Npj,10800
POS1,s3,pet,trk,Gnd,Npj,2520
POS2,s3,die,trk,Gnd,Bhw,100
POS2,s3,die,trk,Gnd,Npj,10800
